Quantify Compound Summary Report 

Printed Mon Nov 30 16:28:57 2020

Compound 1:  tryptophan

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
51	51	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_51	CABIN_TRYPTOPHAN_P3_151020_5_5CAB0.29	Analyte		1.14	3791.659	1111660.250	0.034	bb	7.4	
52	52	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_52	CABIN_TRYPTOPHAN_P3_151020_5_3CAB0.15	Analyte		1.15	4228.418	1067931.375	0.040	bb	8.6	
53	53	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_53	CABIN_TRYPTOPHAN_P3_151020_5_4CAB0.21	Analyte		1.14	3076.783	1103098.125	0.028	bb	6.0	
54	54	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_54	CABIN_TRYPTOPHAN_P3_151020_11_3CAB0.50	Analyte		1.14	2755.906	961671.375	0.029	bb	6.2	
55	55	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_55	CABIN_TRYPTOPHAN_P3_151020_11_5CAB0.70	Analyte		1.14	2386.246	918972.000	0.026	db	5.6	
56	56	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_56	CABIN_TRYPTOPHAN_P3_151020_11_1CAB0.43	Analyte		1.14	2416.823	923093.625	0.026	bb	5.6	
57	57	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_57	CABIN_TRYPTOPHAN_P3_151020_QC_4	QC	20.000	1.14	4800.894	495179.219	0.097	db	21.3	6.4
58	58	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_58	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_8	Blank		1.26	4.410			bb		
59	59	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_59	CABIN_TRYPTOPHAN_P3_151020_11_4CAB0.53	Analyte		1.14	221413.484	432364.531	5.121	bd	1134.1	
60	60	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_60	CABIN_TRYPTOPHAN_P3_151020_44_2CAB1.80	Analyte		1.14	3679.193	895283.313	0.041	bb	8.9	
61	61	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_61	CABIN_TRYPTOPHAN_P3_151020_44_5CAB2.10	Analyte		1.15	5437.412	1193207.375	0.046	bb	9.9	
62	62	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_62	CABIN_TRYPTOPHAN_P3_151020_44_1CAB1.75	Analyte		1.15	4422.712	1063543.250	0.042	bb	9.0	
63	63	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_63	CABIN_TRYPTOPHAN_P3_151020_39_5CAB1.81	Analyte		1.15	6363.964	1163211.250	0.055	bb	11.9	
64	64	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_64	CABIN_TRYPTOPHAN_P3_151020_QC_1	QC	200.000	1.14	34058.695	347751.906	0.979	bb	216.7	8.4
65	65	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_65	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_9	Blank								
66	66	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_66	CABIN_TRYPTOPHAN_P3_151020_39_3CAB1.51	Analyte		1.14	3985.184	969041.875	0.041	bb	8.9	
67	67	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_67	CABIN_TRYPTOPHAN_P3_151020_39_1CAB1.43	Analyte		1.14	5015.931	943017.813	0.053	db	11.6	
68	68	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_68	CABIN_TRYPTOPHAN_P3_151020_56_1CAB2.45	Analyte		1.14	3112.371	993622.688	0.031	bb	6.7	
69	69	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_69	CABIN_TRYPTOPHAN_P3_151020_4_1CAB0.09	Analyte		1.14	1989.948	954349.063	0.021	db	4.4	
70	70	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_70	CABIN_TRYPTOPHAN_P3_151020_4_2CAB0.13	Analyte		1.15	1935.323	1013731.313	0.019	bb	4.0	
71	71	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_71	CABIN_TRYPTOPHAN_P3_151020_4_3CAB0.14	Analyte		1.14	3529.818	829944.500	0.043	bb	9.2	
72	72	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_72	CABIN_TRYPTOPHAN_P3_151020_19_1CAB0.69	Analyte		1.14	3468.545	1075542.750	0.032	bb	6.9	
73	73	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_73	CABIN_TRYPTOPHAN_P3_151020_QC_3	QC	80.000	1.15	17134.674	459915.219	0.373	db	82.3	2.9
74	74	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_74	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_10	Blank				10.333				
75	75	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_75	CABIN_TRYPTOPHAN_P3_151020_PlasmaLTR_2	Analyte		1.14	2149.174	779205.313	0.028	bb	5.9	
76	76	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_76	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_12	Blank								
77	77	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_77	CABIN_TRYPTOPHAN_P3_151020_Cal8_2	Standard	2.000	1.14	493.321	476935.625	0.010	db	2.1	4.8
78	78	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_78	CABIN_TRYPTOPHAN_P3_151020_Cal7_2	Standard	4.000	1.14	905.261	497169.719	0.018	db	3.8	-4.0
79	79	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_79	CABIN_TRYPTOPHAN_P3_151020_Cal6_2	Standard	8.000	1.14	1776.839	545576.938	0.033	db	7.0	-12.3
80	80	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_80	CABIN_TRYPTOPHAN_P3_151020_Cal5_2	Standard	20.000	1.13	4268.329	506119.313	0.084	bb	18.5	-7.6
81	81	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_81	CABIN_TRYPTOPHAN_P3_151020_Cal4_2	Standard	30.000	1.14	6046.888	457727.906	0.132	bb	29.1	-3.1
82	82	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_82	CABIN_TRYPTOPHAN_P3_151020_Cal3_2	Standard	50.000	1.13	4767.322	200757.828	0.237	bb	52.4	4.8
83	83	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_83	CABIN_TRYPTOPHAN_P3_151020_Cal2_2	Standard	100.000	1.14	24760.656	566996.563	0.437	bb	96.5	-3.5
84	84	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_84	CABIN_TRYPTOPHAN_P3_151020_Cal1_2	Standard	200.000	1.13	36495.813	403311.125	0.905	bb	200.2	0.1
85	85	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_85		Blank								

Compound 3:  3-hydroxyanthranilic acid

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
1	1	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_1	CABIN_TRYPTOPHAN_P3_151020_SingleBlank_1	Blank		2.81	408.819	217593.047	0.019	bb	0.4	
2	2	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_2	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_2	Blank								
3	3	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_3	CABIN_TRYPTOPHAN_P3_151020_Cal8_1	Standard	2.000	2.81	834.574	188978.469	0.044	bb	1.9	-7.5
4	4	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_4	CABIN_TRYPTOPHAN_P3_151020_Cal7_1	Standard	4.000	2.81	1564.097	199237.672	0.079	bb	3.9	-3.0
5	5	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_5	CABIN_TRYPTOPHAN_P3_151020_Cal6_1	Standard	8.000	2.81	2693.667	180754.547	0.149	bb	8.0	0.5
6	6	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_6	CABIN_TRYPTOPHAN_P3_151020_Cal5_1	Standard	20.000	2.83	5432.609	165369.922	0.329	bb	18.6	-6.8
7	7	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_7	CABIN_TRYPTOPHAN_P3_151020_Cal4_1	Standard	30.000	2.82	8484.497	162137.797	0.523	bb	30.1	0.5
8	8	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_8	CABIN_TRYPTOPHAN_P3_151020_Cal3_1	Standard	50.000	2.81	15115.885	170389.203	0.887	bb	51.6	3.2
9	9	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_9	CABIN_TRYPTOPHAN_P3_151020_Cal2_1	Standard	100.000	2.80	31228.502	174711.328	1.787	bb	104.8	4.8
10	10	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_10	CABIN_TRYPTOPHAN_P3_151020_Cal1_1	Standard	200.000	2.80	71181.078	204355.844	3.483	bb	204.9	2.4
11	11	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_11	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_3	Blank		2.83	20.480	667.578	0.307	bd	17.4	
12	12	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_12	CABIN_TRYPTOPHAN_P3_151020_8_4CAB0.33	Analyte		2.82	1900.530	209448.375	0.091	bb	4.6	
13	13	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_13	CABIN_TRYPTOPHAN_P3_151020_8_5CAB0.37	Analyte		2.80	2046.214	183327.641	0.112	bb	5.8	
14	14	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_14	CABIN_TRYPTOPHAN_P3_151020_8_3CAB0.28	Analyte		2.81	1793.836	200794.203	0.089	bb	4.5	
15	15	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_15	CABIN_TRYPTOPHAN_P3_151020_31_2CAB1.12	Analyte		2.81	1635.902	201086.453	0.081	bd	4.0	
16	16	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_16	CABIN_TRYPTOPHAN_P3_151020_16_1CAB0.60	Analyte		2.81	1236.215	163382.359	0.076	bb	3.7	
17	17	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_17	CABIN_TRYPTOPHAN_P3_151020_16_5CAB0.79	Analyte		2.82	2075.381	202328.156	0.103	bb	5.3	
18	18	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_18	CABIN_TRYPTOPHAN_P3_151020_16_3CAB0.61	Analyte		2.82	3472.356	208147.563	0.167	bb	9.1	
19	19	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_19	CABIN_TRYPTOPHAN_P3_151020_16_4CAB0.65	Analyte		2.81	2472.523	211342.969	0.117	bb	6.2	
20	20	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_20	CABIN_TRYPTOPHAN_P3_151020_52_4CAB2.35	Analyte		2.82	2371.186	230998.609	0.103	bb	5.3	
21	21	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_21	CABIN_TRYPTOPHAN_P3_151020_52_1CAB2.26	Analyte		2.80	1711.531	191130.016	0.090	bb	4.5	
22	22	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_22	CABIN_TRYPTOPHAN_P3_151020_PlasmaLTR_1	Analyte		2.80	1238.044	162293.188	0.076	bb	3.7	
23	23	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_23	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_4	Blank		2.76	27.725	4116.054	0.067	dd	3.2	
24	24	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_24	CABIN_TRYPTOPHAN_P3_151020_52_5CAB2.47	Analyte		2.81	1740.893	183428.563	0.095	bb	4.8	
25	25	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_25	CABIN_TRYPTOPHAN_P3_151020_52_3CAB2.33	Analyte		2.81	1854.396	160961.156	0.115	bb	6.0	
26	26	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_26	CABIN_TRYPTOPHAN_P3_151020_14_3CAB0.52	Analyte		2.81	2581.396	207654.250	0.124	bb	6.6	
27	27	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_27	CABIN_TRYPTOPHAN_P3_151020_14_5CAB0.67	Analyte		2.80	4185.358	230700.359	0.181	db	10.0	
28	28	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_28	CABIN_TRYPTOPHAN_P3_151020_14_1CAB0.49	Analyte		2.80	1842.016	205336.594	0.090	db	4.5	
29	29	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_29	CABIN_TRYPTOPHAN_P3_151020_QC_5	QC	8.000	2.82	2264.011	153687.359	0.147	bb	7.9	-0.7
30	30	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_30	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_5	Blank		2.82	8.790	4173.981	0.021	bb	0.5	
31	31	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_31	CABIN_TRYPTOPHAN_P3_151020_14_3CAB0.57	Analyte		2.82	4354.842	233710.141	0.186	bb	10.2	
32	32	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_32	CABIN_TRYPTOPHAN_P3_151020_3_1CAB0.07	Analyte		2.82	823.521	229059.953	0.036	bb	1.4	
33	33	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_33	CABIN_TRYPTOPHAN_P3_151020_3_2CAB0.08	Analyte		2.82	1963.609	221151.453	0.089	bb	4.5	
34	34	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_34	CABIN_TRYPTOPHAN_P3_151020_3_5CAB0.34	Analyte		2.80	1587.109	195151.922	0.081	bb	4.0	
35	35	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_35	CABIN_TRYPTOPHAN_P3_151020_3_4CAB0.19	Analyte		2.82	4468.198	214222.875	0.209	bb	11.6	
36	36	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_36	CABIN_TRYPTOPHAN_P3_151020_36_1CAB1.33	Analyte		2.81	1366.804	215192.563	0.064	bb	3.0	
37	37	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_37	CABIN_TRYPTOPHAN_P3_151020_36_3CAB1.35	Analyte		2.81	2328.242	199962.641	0.116	bb	6.1	
38	38	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_38	CABIN_TRYPTOPHAN_P3_151020_18_3CAB0.68	Analyte		2.80	2111.108	166251.266	0.127	db	6.7	
39	39	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_39	CABIN_TRYPTOPHAN_P3_151020_18_1CAB0.64	Analyte		2.81	1609.042	212684.297	0.076	bb	3.7	
40	40	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_40	CABIN_TRYPTOPHAN_P3_151020_QC_2	QC	160.000	2.83	56608.594	203222.484	2.786	bb	163.7	2.3
41	41	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_41	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_6	Blank		2.83	21.644	4838.083	0.045	bd	1.9	
42	42	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_42	CABIN_TRYPTOPHAN_P3_151020_18_4CAB0.71	Analyte		2.83	1795.969	154266.953	0.116	bb	6.1	
43	43	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_43	CABIN_TRYPTOPHAN_P3_151020_25_3CAB0.95	Analyte		2.83	1116.896	203943.703	0.055	bb	2.5	
44	44	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_44	CABIN_TRYPTOPHAN_P3_151020_25_1CAB0.93	Analyte		2.84	2188.590	193336.328	0.113	bb	5.9	
45	45	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_45	CABIN_TRYPTOPHAN_P3_151020_25_4CAB0.97	Analyte		2.84	3219.256	241859.219	0.133	bb	7.1	
46	46	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_46	CABIN_TRYPTOPHAN_P3_151020_25_5CAB1.03	Analyte		2.83	3432.529	235015.906	0.146	bb	7.9	
47	47	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_47	CABIN_TRYPTOPHAN_P3_151020_5_2CAB0.11	Analyte		2.83	2875.531	284078.969	0.101	bb	5.2	
48	48	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_48	CABIN_TRYPTOPHAN_P3_151020_5_1CAB0.10	Analyte		2.83	2801.835	241809.688	0.116	bb	6.1	
49	49	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_49	CABIN_TRYPTOPHAN_P3_151020_QC_6	QC	4.000	2.84	1655.413	187439.234	0.088	bb	4.5	11.4
50	50	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_50	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_7	Blank		2.78	10.614	4891.405	0.022	bd	0.5	
51	51	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_51	CABIN_TRYPTOPHAN_P3_151020_5_5CAB0.29	Analyte		2.83	3069.120	264215.625	0.116	bb	6.1	
52	52	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_52	CABIN_TRYPTOPHAN_P3_151020_5_3CAB0.15	Analyte		2.84	3758.627	257909.938	0.146	bb	7.8	
53	53	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_53	CABIN_TRYPTOPHAN_P3_151020_5_4CAB0.21	Analyte		2.83	2595.891	258908.063	0.100	bb	5.2	
54	54	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_54	CABIN_TRYPTOPHAN_P3_151020_11_3CAB0.50	Analyte		2.83	2249.816	232622.703	0.097	bb	5.0	
55	55	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_55	CABIN_TRYPTOPHAN_P3_151020_11_5CAB0.70	Analyte		2.83	2528.990	206230.578	0.123	bb	6.5	
56	56	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_56	CABIN_TRYPTOPHAN_P3_151020_11_1CAB0.43	Analyte		2.83	2166.595	213613.281	0.101	bb	5.2	
57	57	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_57	CABIN_TRYPTOPHAN_P3_151020_QC_4	QC	20.000	2.83	7048.756	201573.281	0.350	bb	19.9	-0.6
58	58	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_58	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_8	Blank		2.76	25.676	4525.677	0.057	dd	2.6	
59	59	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_59	CABIN_TRYPTOPHAN_P3_151020_11_4CAB0.53	Analyte		2.83	478215.469	117710.813	40.626	MM	2397.5	
60	60	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_60	CABIN_TRYPTOPHAN_P3_151020_44_2CAB1.80	Analyte		2.83	2601.981	215515.406	0.121	bb	6.4	
61	61	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_61	CABIN_TRYPTOPHAN_P3_151020_44_5CAB2.10	Analyte		2.84	3879.722	267666.281	0.145	bb	7.8	
62	62	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_62	CABIN_TRYPTOPHAN_P3_151020_44_1CAB1.75	Analyte		2.83	2394.721	285361.344	0.084	bb	4.2	
63	63	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_63	CABIN_TRYPTOPHAN_P3_151020_39_5CAB1.81	Analyte		2.84	4351.307	255774.953	0.170	bb	9.3	
64	64	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_64	CABIN_TRYPTOPHAN_P3_151020_QC_1	QC	200.000	2.83	69506.516	197618.000	3.517	bb	206.9	3.4
65	65	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_65	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_9	Blank		2.84	12.570	4684.263	0.027	bd	0.8	
66	66	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_66	CABIN_TRYPTOPHAN_P3_151020_39_3CAB1.51	Analyte		2.83	2788.490	226991.578	0.123	bb	6.5	
67	67	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_67	CABIN_TRYPTOPHAN_P3_151020_39_1CAB1.43	Analyte		2.83	3059.600	238575.531	0.128	bb	6.8	
68	68	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_68	CABIN_TRYPTOPHAN_P3_151020_56_1CAB2.45	Analyte		2.83	1968.339	233785.000	0.084	bb	4.2	
69	69	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_69	CABIN_TRYPTOPHAN_P3_151020_4_1CAB0.09	Analyte		2.83	1191.072	235917.266	0.050	bb	2.2	
70	70	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_70	CABIN_TRYPTOPHAN_P3_151020_4_2CAB0.13	Analyte		2.82	661.379	243270.156	0.027	bb	0.8	
71	71	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_71	CABIN_TRYPTOPHAN_P3_151020_4_3CAB0.14	Analyte		2.83	2069.460	190097.297	0.109	bb	5.7	
72	72	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_72	CABIN_TRYPTOPHAN_P3_151020_19_1CAB0.69	Analyte		2.83	2988.943	235243.609	0.127	bb	6.7	
73	73	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_73	CABIN_TRYPTOPHAN_P3_151020_QC_3	QC	80.000	2.83	26433.092	190396.172	1.388	bb	81.2	1.5
74	74	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_74	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_10	Blank		2.85	38.558	4606.580	0.084	dd	4.2	
75	75	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_75	CABIN_TRYPTOPHAN_P3_151020_PlasmaLTR_2	Analyte		2.83	1376.546	181408.641	0.076	bb	3.7	
76	76	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_76	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_12	Blank		2.76	20.100	4816.364	0.042	dd	1.7	
77	77	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_77	CABIN_TRYPTOPHAN_P3_151020_Cal8_2	Standard	2.000	2.83	1071.879	210233.484	0.051	bb	2.3	12.7
78	78	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_78	CABIN_TRYPTOPHAN_P3_151020_Cal7_2	Standard	4.000	2.82	1666.482	215349.688	0.077	bb	3.8	-4.7
79	79	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_79	CABIN_TRYPTOPHAN_P3_151020_Cal6_2	Standard	8.000	2.83	2943.347	201807.094	0.146	bb	7.9	-1.8
80	80	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_80	CABIN_TRYPTOPHAN_P3_151020_Cal5_2	Standard	20.000	2.83	6091.522	181717.703	0.335	bb	19.0	-4.8
81	81	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_81	CABIN_TRYPTOPHAN_P3_151020_Cal4_2	Standard	30.000	2.83	8954.597	180195.109	0.497	bb	28.6	-4.7
82	82	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_82	CABIN_TRYPTOPHAN_P3_151020_Cal3_2	Standard	50.000	2.83	16202.658	185329.875	0.874	bb	50.9	1.7
83	83	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_83	CABIN_TRYPTOPHAN_P3_151020_Cal2_2	Standard	100.000	2.83	36399.348	205297.563	1.773	bb	103.9	3.9
84	84	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_84	CABIN_TRYPTOPHAN_P3_151020_Cal1_2	Standard	200.000	2.83	78629.148	222917.578	3.527	bb	207.5	3.7
85	85	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_85		Blank								

Compound 4:  kynurenic acid

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
1	1	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_1	CABIN_TRYPTOPHAN_P3_151020_SingleBlank_1	Blank				309000.250				
2	2	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_2	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_2	Blank				12.547				
3	3	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_3	CABIN_TRYPTOPHAN_P3_151020_Cal8_1	Standard	0.400	4.54	1270.220	286119.313	0.044	bb	0.4	-6.4
4	4	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_4	CABIN_TRYPTOPHAN_P3_151020_Cal7_1	Standard	0.800	4.53	2956.315	314236.063	0.094	MM	0.9	8.0
5	5	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_5	CABIN_TRYPTOPHAN_P3_151020_Cal6_1	Standard	1.600	4.53	4208.792	264069.719	0.159	MM	1.5	-5.9
6	6	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_6	CABIN_TRYPTOPHAN_P3_151020_Cal5_1	Standard	4.000	4.54	9921.606	251767.172	0.394	bb	3.8	-4.6
7	7	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_7	CABIN_TRYPTOPHAN_P3_151020_Cal4_1	Standard	6.000	4.53	15001.970	236235.656	0.635	bb	6.2	3.1
8	8	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_8	CABIN_TRYPTOPHAN_P3_151020_Cal3_1	Standard	10.000	4.53	25567.893	240157.969	1.065	bb	10.4	4.2
9	9	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_9	CABIN_TRYPTOPHAN_P3_151020_Cal2_1	Standard	20.000	4.53	52206.625	253943.969	2.056	bb	20.2	0.9
10	10	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_10	CABIN_TRYPTOPHAN_P3_151020_Cal1_1	Standard	40.000	4.53	118683.516	288659.719	4.112	bb	40.4	1.0
11	11	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_11	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_3	Blank				6.020				
12	12	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_12	CABIN_TRYPTOPHAN_P3_151020_8_4CAB0.33	Analyte		4.53	18829.043	310535.156	0.606	bb	5.9	
13	13	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_13	CABIN_TRYPTOPHAN_P3_151020_8_5CAB0.37	Analyte		4.52	26654.133	289829.250	0.920	bb	9.0	
14	14	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_14	CABIN_TRYPTOPHAN_P3_151020_8_3CAB0.28	Analyte		4.53	16025.038	294886.531	0.543	bb	5.3	
15	15	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_15	CABIN_TRYPTOPHAN_P3_151020_31_2CAB1.12	Analyte		4.53	20022.281	306046.156	0.654	bb	6.4	
